text,label
how do i find out about transfers,50
i need to find out what is the limit for topups,60
i need to know your exchange rates,32
i tried the wrong pin too many times,49
do i need a disposable card,37
how can i check on the delivery status of my card,11
hi during online shopping payment is getting declined yesterday and today as well please check the issue,27
my topup was supposed to be done but now the money is gone is there a glitch in your system,61
where can i update my pin number,21
what was the issue with my topping up,59
am i allowed to carry an additional card,39
i think that someone may be using my card but im not sure,22
my funds are low can i auto top up,4
could you please activate my card,0
i have questions about how to transfer money to my account,65
what can you do to unblock my pin,49
how do i initiated a bank transfer to top up,65
how can i fix my contactless,23
what are the limits for disposable virtual cards,29
can i get a mastercard,73
i moved where do i update my details,30
where are the virtual cards,40
can you please tell me why my card payments are not going through when i try to buy something online when i put in my card payment it takes it but it comes back a while later,53
how will i know my pin number,38
i dont know my password,44
what does a pending cash withdrawal mean,46
can you track my card for me,11
do you have a problem with eur exchanges,36
hello please look into this matter urgently as i have lost my wallet and i can see one withdrawal now i do not want to loose more money,20
my salary is in gbp is this something i need to configure,50
i made a transfer from my uk account a couple of hours ago could you please make sure everything went alright,5
whats the refund process,52
i dont have a way to prove my identity,68
my card is stolen help,41
how to decide if i get a visa or mastercard,73
i did not get my card yet is it lost,11
i have a disposable virtual card is there a limit to how many times i can use it,29
my card is not working when i try to use it,14
if i exchange currencies frequently is there a discount,31
my refund is missing from my statement,51
how can i prove the source of my funds,70
if i am running low on credit can i auto top up,4
i have a duplicate charge,63
i would like it if i could get an item refunded,52
how do i link a new card in the app,13
i attempted to top up but the app denied it,59
how can i get my money that i didnt get from the atm,75
can i order a disposable virtual card,37
how long do money transfers take,66
are there any reasons that my identity wouldnt be accepted even though everything ive provided is factual,68
i attempted to get cash in the atm but it was not authorized,26
can i hold more than one currency,36
i cannot remember my passcode is there a way to retrieve it,44
please provide details on how to top up my account using transfer option,65
are transfers to a beneficiary possible,7
could you tell me the fiat currencies that you work with,36
is there a reason why there is an extra 1 charge on my account,34
what are the disposable cards restrictions,29
whats the earliest time to receive my card,12
why did you charge me extra,34
i tired to deposit some cash into my account but its not there,6
why hasnt my refund appeared on my statement,51
why is my transfer not done yet,48
i would like to use the bank transfer feature but i cant find it can you please give me the details,65
is the 1 pound charge going to be reimbursed on my card,34
i have made a card payment but it did not completed still showing as pending please tell me when it will be completed,45
im not able to verify my identity,68
can someone assist me with explaining how i can unblock my pin,49
beneficiary transfer problems,7
i need a new card to replace an expired one will it cost anything and how soon,9
i made a cash withdrawal earlier and its showing as pending what does that mean,46
do you have a list of cards and currencies you support,54
what is the maximum top up,60
how can i get additional cards,39
how can i get a physical card,43
my card is gone i think it was stolen,41
can you please show me where i can find the location to link my card,13
can you help me transfer funds from another bank account to this account,65
ive tried using my contactless in several locations today and its not working anywhere it seemed fine before how do i get it to work again,23
what do i do if i cant access the app,42
how can i tell the source for my available funds,70
is my salary eligible for this,50
there is an incoming payment into my account but it is deactivated will they still be processed,36
i need to top up using a cheque,58
i want to topup using cash,58
am i able to top up with apply pay,2
can i choose delivery times to suite me,12
it does not appear that my message went through,59
where can i modify my details,30
i dont have identification,68
can i get a physical card for free or is there a charge,43
i need to verify the source of funds,70
would like to use my card and need to activate it first can you help me do this,0
i wasnt able to do a transfer to an account,7
i transferred some money and it didint arrive,66
i disagree with a charge,16
how long does it take for a card to arrive,12
how much would it cost me if i transfer,56
i am not recognized by the app,68
why hasnt my top up gone through yet i thought it was suppose to be instant am i wrong why is it still pending,47
how can i topup my limit,60
i need to get hold of a physical card,43
is it possible to exchange currencies using the app,33
can i directly deposit my salary to this account,50
how long will it take for the card to arrive,12
hi i dont think your exchange rate is right i need you to check the official interbank exchange please,17
help i forgot my password,44
what went wrong when i tried to do my transfer,35
my payments stuck on pending,45
how long will my transaction take,66
does the app allow for exchanges between currencies,33
is there a way to change name,30
can you send me a mastercard instead of a visa,73
i tried to take money from my card but it didnt work later i saw that the transaction is still in progress whats goign on,46
i should only have one charge but it shows two,63
a card payment on my account is shown as pending,45
the atm machines keep declining my card and i dont know why i thought i had money in my account why is this happening,26
can someone please assist me with finding my nearest atm,3
how do i exchange my gbp to aud,33
why am i being charged a fee for using my card if there is some print out of places that charge me can you please send me that,15
how long do transfers need to come through i sent some money to a friend she needs it urgently but seems its still not there yet after a couple hours,66
the topup i ordered didnt process,59
when my card expires what happens to my account,9
is it possible to order another card,39
do you know which businesses will accept my card,10
my wallet got stolen a couple hours ago and now ive seen there already is a withdrawal help this is absolutely urgent i dont want to loose more money,20
what do you need so i can verify my identity,69
is there a location near me that i can change my pin,21
are my contactless settings correct i tried to use it today but it wasnt working,23
i recently bought an item using my card and i was charged an extra fee why is this,15
is there a disposable virtual card option,37
why cant my beneficiary access my account,7
do you have any limit on the auto topup,4
why hasnt my virtual card arrived,40
do i have to pay for a physical card,43
what do i need to do to transfer money with my credit card,62
whats the amount that i can topup,60
there are multiple instances where you added a fee to the payment as well as some where you didnt do you have an outline of when a fee will be added,15
why was there a transfer fee on my account,64
what time will a transfer from the us take,67
my credit card did not go through can you see if it has insufficient funds,59
the exchange rate looks wrong on a holiday purchase,17
my identity wasnt verified,68
there is an urgent thing that i need to transfer from china approximately how long will it take,67
when i was drunk i got my card stuck in your machine because i mistyped my pin what do i need to do to get it restored,49
what can i use to receive my salary,50
i cant see my refund on my account,51
i just got this card i dont know how to activate it,0
what is the exchange fee that is charged,31
i would appreciate that someone let me know when there is an extra charge for payments i was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before,15
how many days until my us transfer arrives,67
please help me figure out the reason for the odd withdrawal amount from my account,20
i tried to add a topup to my account but the money isnt there anymore did i do something wrong,61
is there a fee for swift transfer,56
where are the atms that accept this card,3
what do i have to do to change my pin,21
got married need to change account name,30
i cant verify my identity,68
the card pin,38
i have a direct debit that i did not set up,28
how can i get a reallife card of my own,43
there are two of the same charges on my account,63
i would like to get both mastercard and visa card from you if thats possible,73
i would like to cancel a purchase,52
how do i know where the funds come from,70
how long will my cash withdrawal take,46
why do i have a transaction showing up more than once,63
why do you need to verify my identity,74
how long does it take to show a deposit i made to my balance,6
lost card found want to put it back in app,13
what happens when my card expires,9
what should i do if i lost my phone,42
please help the atm swallowed my card what do i do,18
do you work in greece,24
can i use my card anywhere,10
i am not in the uk can i get a card,24
if i top up by card what options do i have re currency and card type,54
i put money in my account a week ago but its still not there what happened to my money,6
when i topped up the app reverted my funds,61
there is a pending payment on my account what does this mean,45
what is going on with my cash withdrawal the exchange rate is wrong,76
do i get charged if i get money,56
is it possible to exchange usd and gbp on the app,33
why was the wrong rate applied when i bought something in a different currency,17
please help me regarding a direct debit in the app that i dont recognize,28
i used the atm to get money out and did not realize i would be charged as much as i was or i would not have done that,76
i dont think the transaction has gone through so can i cancel a transfer,8
will money be added automatically when necessary,4
why is my transfer pending,48
whats the pending length for credit transactions ive had one in my pending category now for days and it wont move to processed,45
the rate applied to my purchase in a foreign currency was wrong,17
can i use my account without verifying my identity,74
can i find the origination of my funds,70
what are the requirements to verify my identity,69
is there a charge for using an european bank card for top up,57
the atm wont give back my card,18
what should i do if i lost my card,41
are there any specific cash machines that i have to go to in order to change my pin,21
im having difficulty verifying my identity,68
what happens if a merchant doesnt accept a payment,53
can i add money to my account with cash,58
my app is showing a cash balance that i did not receive,20
how are exchange rates calculated at this bank,32
when can i expect delivery,12
if i top up using a european card is there a charge,57
send my card as soon as you are able to,12
can you tell me if i can track the card you sent me,11
when are cards shipped,12
i need to update my current address,30
what is the reason when i tried to pay contactless at the bus it didnt work,23
why isnt my id verified,68
ive got a repeated tranasaction on my card,63
my card has been stolen what do i do,41
how do i add my new card to the app,13
when will the balance on my account change form a transfer,5
there is a transfer pending,48
may i exchange currencies with this,33
why is the cash transaction still showing as not completed,46
why cant i withdraw cash from this atm,26
how do i avoid charges in the future,15
what happens if my card expires,9
how are topups verified,71
what kinds of cards can i use to top up,54
how much more do you charge for currency exchange,31
why cant my beneficiary get access,7
how can i get my google pay top up to work,2
oh my god i lost my card what should i do,41
when will a transfer from the us post,67
what do i do if my google pay top up isnt working,2
can i get information on topping up,57
i didnt receive the correct exchange rate when i got cash,76
my card appears to be broken how can i fix it,14
why is my refund not visible on my statement,51
do all businesses take this card,10
i need my refund,51
ive forgotten my passcode can i reset,44
i lost my phone what should i do,42
do you know the reason why my card payment was declined,25
atm took my card,18
i think that somebody is utilizing my card without my authorization,22
how many active transactions can i make with a disposable card,29
it seems there is an incorrect listing of a direct debit payment on my app that i did not make,28
please explain how disposable virtual card work,37
what fiat currencies are used for exchange,36
i was charged a fee when withdrawing cash can you explain why,19
i would like to order a disposable virtual card how can i do this,37
how can i get my card out of the stupid atm that ate it,18
there is a charge for an additional pound,34
how long does a funds transfer take from one back to another,67
i am not recognizing a debit payment from my account,28
i tried to transfer money to a receiver and they didnt get the right amount what is going on and who do i contact to help me,64
can i only topup digitally or could i use cash,58
how many digits identify the topup verification code,71
what do you demand for identity verification,69
how do i exchange aud for gbp,33
can i use my card anywhere i want,10
what are interbanks current exchange rates,32
why is my withdrawl to cash still pending,46
its only been a few weeks my my topup got cancelled,61
i topped up my account but the app failed to process it,59
i am trying to exchange crypto and its not working tell me how to fix this,7
around one or two weeks ago i purchased something but theres seems to be an issue i have already received one of the items but today the money was placed back into my account what is happening,53
i would like to top up via credit card which credit cards do you support,54
is there a way to see where funds come from,70
what is accepted in regards to cards and currencies,54
why do you charge for transfers,56
changed details is essential what steps do i take to do so,30
why cant i see my funds after i topped up,47
can you look to make sure the exchange rate is correct,76
why did my cash deposit not show up,6
we want to start a college fund for my daughter,1
cancel my transfer please,8
what is the charge for a physical card,43
i havent received my cash yet,75
i am missing my refund,51
is there a reason for my top up to be cancelled,61
do i have a limit to the number of topups per day,60
where is this card accepted,10
what do i do if i have exceeded all my pin tries,49
do atm cash withdrawals carry a charge now theyve been free in the past but all of a sudden i have to pay to make atm withdrawals,19
there are incorrect charges on my account there was a wd that was made by someone else i still have my card though,20
whats the us delivery time,12
why cant i top up by cheque,58
i bought something on line a and the seller hasnt received the money i sent could you please tell me how long an eu transfer takes,48
a payment i didnt do shows in my app,16
why was a payment i made reverted,53
what is the point of verifying a top up,71
i topped up my card but the money disappeared,62
if i will be traveling is there a way to auto topup my card on certain days,4
how do i speed up identity verification,74
a friend was telling me about her disposable cards what would i have to do to be able to get that feature,29
explain pending transactions,46
can i exchange between gbp and usd on the app,33
how do i know what exchange rate i will get,32
what is the charges for new card,23
what are the exchange rates,32
im waiting on a topup its still pending,47
what happened to my topup i think it was cancelled,61
why cant i transfer to another account,7
why isnt the transfer to my account showing up,5
hey i have my card how do i get it to show in the app,13
i need my refund as soon as possible what else do i have to do,51
what about my children,1
someone used my card without my permission,22
my google pay seems to be acting up,2
there was a direct debit transaction i have dont think should be there,28
why am i unable to withdraw my money through this card,26
what documents do i need to validate my identity,69
why did i not get the amount of money i requested,75
can you tell me how to get a disposable virtual card,37
whats the best way to use a cheque to top up,58
your exchange rate is totally wrong for my card payment,17
why is identity verification required,74
what happens if the atm doesnt give me back my card,18
i accidentally made a payment from the wrong account yesterday its my rent payment and its very large so the account i paid from wont be able to cover the amount its really important that the payment be made from the right account,8
which flat currencies do you support for holding and exchange,36
i sent a payment to the wrong account number can that transaction be reversed i am worried about accidentally giving my money away,8
do you ship cards to where i live,43
i tried withdrawing but my cash is not showing up,75
how can i get paid in a different currency,50
i have a charge for something i didnt buy,16
where is my pin i dont have it yet,38
what are my payment options,54
how much will i be charged for making a transfer,56
how much could i top up,60
my card is about to expire how much does it cost to order a new one and how fast will i get it,9
how do i report my card lost or stolen,41
can i change my pin at the atm,21
can i use the app without my phone,42
will my employer be able to pay me with this service,50
how long will my transfer be pending,48
i am asking to end my account,55
why cant i use my virtual card for subscription services,72
what do you use disposable cards on,37
where can i go to find out how to verify my identity,69
why havent i received my new card yet,11
do i need to do anything special for my friend to send money to my account,50
the app wont identify me,68
i forgot my code,44
are there any atms near me that accept this card,3
do transfers from europe take longer,67
the 100 has still not been reverted as indicated in the previous email,34
i cant recall my password,44
how can i receive a virtual card,40
how to verify my identity,74
my top up didnt work,59
extra fees on a cash withdrawal not cool,19
i used a check check yesterday to balance my account and it isnt showing up,6
is there a problem with receiving my salary in gbp,50
how do i reset my password,44
my disposable virtual card doesnt seem to work,72
ive been trying to make a transfer and it doesnt seem to be working 5 times what is wrong with your system,35
i hate this atm it charged me an extra fee why did it charge,19
the cash abroad exchange rate is applied wrong,76
help lost my card,41
can i make online purchases with my card,10
how can people transfer money to me,50
help me my transfer was declined how could this happen,27
is it possible to top up with cash if so how do i do it,58
why did the bank reject my transfer,35
are there any restrictions on the disposable cards,29
can i change my pin,21
do you accept us credit cards,54
i have made a withdraw from an atm this last holiday why is there such a high charge from this transaction,76
you shorted me money when i tried to make a withdrawal,75
who do i make a check out to if i want to top off my account,58
there is a duplicate payment on my card why,63
will you charge me for exchanging foreign currencies,31
there is a payment showing that i know i didnt make i didnt use my card that day and im sure of it can you please cancel that transaction and return my money thankyou,28
if i want to be able to give my daughter a card for my account would i be allowed to get one for her,39
the exchange rate is incorrect on an item i recently purchased in a foreign country,17
how long does a transfer from a uk account take i just made one and it doesnt seem to be working wondering if everything is okay,5
i thought transfers were free of charge i bought something abroad and got charged a ridiculous fee how do i get this problem fixed,64
can you tell me the cost of a transfer,56
i received my american express card but i am having problems making it work with apple pay can you help me with this problem,2
how many days processing new card,23
i have tried sending a standard transfer five times and it hasnt gone through what is the problem,35
how long is a top up supposed to be pending because an hour is too long can you fix this to go through,47
i have a new card how do i activate it,0
when i exchanged currencies the value of my money changed,76
how can i add money from my amex card,54
why was i charged a fee for using my card,15
what atms can i use this card at,3
how do i set up auto topup,4
where is my transfer from country,5
an atm machine didnt give me back my card,18
will my card be accepted all over the world,10
my card is still pending ive been waiting a while,45
while getting cash i was charged a fee,19
i needed to make a payment on my account but i typed in the incorrect number the app wont allow me to cancel this transaction i need it cancelled asap,8
is ordering a new card from china available,9
i transferred money and it hasnt come yet,66
my top up isnt working,59
i have exceeded the number of times i can try my pin,49
today i was out eating and my card was declined whys that,14
i think the rate that was applied to my purchase using foreign currency is wrong help,17
i forgot my password to get into the app,44
my american express works with my apple pay why is top up not working,2
unable to use my american express with apple pay to top up my account,2
where can i find a mastercard atm,3
what stores will take my credit card as payment,10
can you please explain why my beneficiary is not allowed,7
i want to stop my account,55
is there a limit to top up,60
how is the exchange rate calculated,32
why are all my transfers failing i have the details right and they wont complete ive been trying all day and they still wont go through this is urgent please help,27
what id do i need to verify my identity,69
i want a refund,52
i would like to change currency,33
how do i get the contactless feature to work for my card,23
i think that my card has been stolen,41
i think the exchange rate was incorrect,76
i am not able to prove my identity,68
i have a friend who needs money as soon as possibly if i were to transfer it how long will it take to get to her,66
can you give me a visa,73
there is a single payment on my card which shows as pending,45
someone might be using my card that is not me,22
which countries are supported,24
do i need to pay extra for exchanging currencies,31
why cant my beneficiary make transactions,7
where is the virtual card,40
whats the most disposable cards i can have,29
whats the transfer process,65
what is the estimated wait time for transfers from the us,67
i have doublechecked all of my recipient details but for some reason all of my transfers keep getting declined i have no clue as to why,27
what methods can i use to top up my account,58
i want to top up my account what payment methods are supported,54
hows the exchange rate,32
im still waiting for my new card,11
i need to verify my source of funds,70
why did my top up get reverted,61
what are my options for topping up automatic andor manual,4
i still have not received my new card i ordered over a week ago,11
what is the source of my money,70
they declined my card payment,25
my pin has been blocked,49
should i expect to be charged for topping up by transfer,56
i dont have my card in 1 week should i be worried,11
at what atms am i able to use the card,3
how do i access the virtual card,40
can i use this app to change money,33
where can i use a disposable card,29
my transfer is failing when i try to do it,35
can i give my friends access to my account so they can top it up for me,62
why do i need to have my identity verified,74
cannot access my top up,62
the exchange rate you are using is really bad this cant possibly be the official interbank exchange rate,17
where do i go to add a new card,13
what can i do if my card details where stolen from my car i think they used my card to buy gas,22
how did my topup fail,59
tell me how i can exchange between different currency,33
help the atm didnt give me all the money i requested,75
i entered the wrong pin too many times and now i think its blocked what do i do,49
i tried to withdraw some money from an atm this morning but wasnt able to get the amount of cash i needed the amount in the app says what i was trying to withdraw was deducted but i dont have any money what do i do about this,75
guide me on how to unblock my pin,49
what fiat currencies can i use for holding and exchanging,36
i live in the eu can i get a card,24
i have a duplicate payment showing up on the app how do i stop myself being charged for the thing twice,63
does google pay offer a top up option,2
what does it mean when it says i have a payment pending,45
how much is ok for me to top up with,60
why would i be charged a fee for card payment,15
my recent transfer needs to be cancelled immediately it was a mistake please can you cancel it before it goes through,8
im not seeing my cash deposit showing up in my account,6
what is the auto top up function and where can i find that at,4
why is this not letting me exchange crypto i need help making this transaction go through,7
i lost my wallet and i think someone is withdrawing cash with my card please help it is urgent,20
do you only use visa or do you have mastercard too,73
how long should i wait ti activate my card,0
may i reactivate my card i previously reported it lost but have now found it safe and sound,13
do i need to verify my topup,71
i need some help figuring out what this strange payment is on my account its stays pending and wont go away,34
i want to order another crad,39
is there a foreign currencies charge,31
are there fees for using an international card to top up,57
im not okay with this fee on my statement,34
are cheques accepted to my account mine didnt seem to work,6
my salary is in gbp what should i do,50
i transfered my balance a while back why doesnt my account reflect this,5
where do you deliver cards by mail,43
could you please freeze my card immediately,41
help me set up a new pin,21
how does my identity get verified,69
can i use my account before the identity verification is complete,74
i am confused why there is cash i did not accept in my account,20
where is my card pin,38
i need to order a new card as my other one was stolen,41
i want a refund on this,52
can you make exchanges using the eur,36
can i topup via apple pay,2
is there anywhere that a card cannot be delivered,43
whats the minimum age for opening an account,1
my source of funds need verification,70
am i able to top up with apple pay,2
i cant get my virtual card to work,72
hello i checked my transactions and saw i was double charged for a restaurant visit can i get my money back,63
i would like to change my pin,21
how can i obtain a virtual card,40
how much is the fee for a sepa transfer,56
what do i do if my card has been lost or stolen,41
i am still waiting for a transfer to show,48
are there steps to see where my funds come from,70
i would like to receive a few more physical cards,39
i was charged more than once for a card payment i made,63
is it possible to order a virtual card,40
i have not received an item i ordered yet so i want to cancel it and get a refund can you please guide me on how to go about it,52
what fees are there for adding money using an international card,57
can you assist on apple watch top ups,2
what is the function of the disposable cards,37
would i be charged for exchanging currencies,31
will i be charged for receiving money,56
my card stopped working,14
for some reason my contactless wont work for me,23
why do i have a charge for an atm withdrawal i thought these were free,19
the app reverted after i toppedup,61
can i get a disposable card how many can i have how often can i use them,29
in china need new card,9
are there limits on the virtual cards,29
so my transfer is showing as pending when will it actually go through,48
why couldnt i get cash in the atm,26
i made a payment that got charged twice instead of once,63
what is this extra fee while i was doing a transfer,64
i refilled my account balance but got an error message,61
i only got some of the cash i requested from the atm,75
how can i use american express to add funds to my account,54
i thought transfers were free why was i charged,64
why did i get declined during a transfer,27
why wont you accept my payment i keep trying with this card and its not working,25
why is my card payment showing as pending,45
someone has taken my phone from my hotel room,42
where can i find top up by cash deposit,58
what foreign exchange rate will i get,32
my card has been compromised,22
there is a strange charge on my debit statement,28
how do you decide what the exchange rates are,32
what is the system for determining the exchange rate,32
i got my card now how do i make it show up in the app,13
i can not find my phone or it has been stolen,42
do you have an age requirement when opening an account with your service,1
can i get a physical card online,43
how can i check for an unsupported merchant for my transfer request,27
next month my card will expire do i need to order a new one,9
how long does it take for a top up to go through,47
i need more assistance with how to activate my card,0
im really stuck i dont know why but my card payment has not gone through,25
i used my card to top up but its saying it is still pending what does this mean,47
what is the refund procedure,52
how old do i need to be to get an account for myself,1
are there any topup limits involved,60
is there a location where i can change my pin,21
why is my beneficiary not working,7
contactless payments need to be enabled for my card,23
hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour if this verification has in fact failed doublecheck to make sure that your images are clear also make sure that your document photos have no blur or glare they need to be readable you must also be 18 years of age or older and be a resident of switzerland or the european economic area to open an account,68
what are the currencies and cards that are supported with my account,54
i made a currency exchange and think i was charged more than i should of been,17
why has my top up failed,59
are you sending me my card,12
i would like to know what exchange rates you use,32
can i have a card after my first one,39
can i have a card to my daughter,39
my new card isnt in my app how do i get it in there,13
hello a few days ago i transferred my rent check to my landlord however he is saying that it has not gone though on my end everything looks fine and i double checked the account number is there anything else that could be holding up the check,66
id like to open an account for my kids can i do that,1
where do i order a virtual card,40
my card is almost expired how fast will i get a new one and what is the cost,9
can i receive payment in another currency,50
why isnt my google topup pay working,2
i took out some cash from the atm but it is still showing the transaction is pending,46
unhappy with service need to delete account,55
my card payment was cancelled why,53
i need to know where this charge is coming from,16
i need help from someone in your department with finding my nearest atm,3
i cant get google pay to work right,2
is there a limit on how much i can withdraw from my account without being charged,19
hi would you please activate my card,0
i would like to know which fiat currencies are recognized by your organization,36
can i see that history on my funds and where they came from,70
am i allowed to use different currencies,50
whats the normal time frame for a transfer from a uk account after just making a transfer it doesnt appear at all i need to know if things went okay,5
when will the money show in my account,67
where does all this money come from though,70
why does topup require verification,71
what does it mean if my topup has not gone through,47
i see an unfamiliar payment on my statement,16
i tried activating my plugin and it didnt piece of work,0
ive lost my card what can i do about that,41
will you accept my credit card,54
where do you need to live to receive card,43
how much does each transfer cost,56
how do you get exchange rates,32
can i transfer my payroll to the bank,50
can i use this all over the world,24
why is there an additional fee showing on the statement i received,34
why is the cash withdraw i made shown as pending,46
if i started the bank transfer from europe how long will the process take to complete,67
tell me if there is a topup limit,60
i want to talk about an order that i placed a long time ago and have yet to receive i demand a refund due to lack of delivery of the product i refuse to pay for something i never got,52
where are you present globally,24
i made a cash withdrawal at an atm but it still says pending in my account,46
i cannot get virtual card to work,72
why is my app showing me taking money that i did not take out,20
i got a message that my transfer is not possible what is happening i need this to go through please,7
there was an extra fee on my account when i got cash,19
can i change my name i am not married,30
how do i query a payment on my card it looks like i have paid for the same thing twice,63
are there any limits on where i can use my card,10
i cant find the pin,38
when i tried to top up using my card all of the money disappeared,62
my transfer is still pending and i know the account numbers are correct please help,48
my card payment has had the status of pending forever what is the issue it should have gone through at some point,45
is it possible to get a physical card,43
please tell me how i can get a virtual card,40
the exchange rate given to me wasnt correct after i purchased an item,17
there has been an unusual withdrawal from my account can you help,20
i made a purchase and was charged at the wrong foreign exchange rate,17
i double checked that i have the correct account details already theyre right for sure transfer is still pending since forever it should not have been done so,48
what happened to the transfer i did,5
why can i not get cash from the atm,26
will i be able to use my card anywhere,10
ive made a bank transfer but the money doesnt seem to be in my account,5
why do you need code verification for my top up,71
why is there a fee for getting cash,19
i cant get my card out of the atm what should i do now,18
where can i withdraw money from,3
i need my card immediately,12
what is the charge to make a transfer,56
how do i make my virtual card work,72
there is a record of payment i never submitted on the app,16
my topup was revoked,61
do i get an actual card,43
what do i do if i have forgotten my passcode,44
whats the topup limit,60
the atm keeps declining my transaction i tried two different atms already would you please check if everything is okay with my account,26
how do you check my identity,69
canceling my order is what i need to do right now,52
how do i get a card if i am in the usa,24
how do i update my details,30
can friends transfer money to each other,50
can you tell me your exchange rates,32
top up for my american express card is not working,2
what are the disposable cards used for,37
does the exchange rate change each day for purchases there is a different rate on my purchase,17
someone i dont know has used my card without permission,22
i was unable to transfer money to a beneficiary,7
i need to verify my funds,70
im concerned because my cash withdrawal is pending,46
my card hasnt arrived yet,11
where do i go to reset the passcode,44
i just made a topup but it shows as pending i use your service all the time and have never had a problem before why does it keep showing up as pending,47
why was my card payment reversed,53
can i change my pin without being physically present,21
how can i get my card out of the atm,18
how do i reverse a transaction on my account,52
what is not accepted in order for me to top up my account,58
i need to renew a card thats about to expire,9
hello i noticed there is a payment from my card to a business that i am not familiar with i definitely did not make this payment,16
is the top up feature available on the apple watch,2
cancel my account,55
when do i set up my card pin,38
can i change my address,30
the topup has a definite problem i regularly use your service and havent had a problem before but now the topup just shows pending please tell my why it continues to show pending,47
please delete my account this company is not working for me,55
how do i find my pin,38
is there a fee for topping off a us card,57
i need a visa card,73
need to deposit a cheque into my account,58
why on earth do you need so much personal id info from me,74
can my daughter open an account,1
why does my statement have these extra charges,34
can you tell me where can change my pin,21
i would like to top up my account automatically how do i do that,4
how do i get selected for a visa card,73
there is some odd 1 charge that appears as pending on my statement whats that about pretty sure i havent purchased anything for a pound there,34
can you tell me what are disposable cards for,37
is my fiat currency supported for both hold and exchange,36
i am seeing and extra 1 charged to my account and wanted to know about it,34
where is the cash from my cheque i recently deposited,6
i deposited cash this morning but it is not yet available,6
hello i see that i have been charged an extra 1 on my app could you please provide me with a reason for this charge,34
why was my payment declined,25
my card is needed soon,12
am i getting charged for making a payment,15
how limited is a virtual card,29
i made a transfer and according to the receiver they havent received the right amount its lesser than it should benow i have to transfer more money to make up for the missing amount can you please help me about thiswhat should be done,64
a payment is showing twice why is that,63
my card is stuck in an atm machine how do i get it back quickly,18
i really need to topup my card today urgently but my card keeps getting declined can you please resolve this problem or try an alternative,59
i did not charge my account for that transaction thats an error,16
how can i exchange aud for gbp,33
what fiat currencies are used for holding transactions,36
there has been a payment in the app that has not be done by me,16
do you offer services for children to have money saving experience,1
the exchange rates are,32
how do i discontinue my account,55
what are all of the different steps for identity checks,69
how do i add a new card,13
my card still hasnt arrived after 2 weeks is it lost,11
will there be any charges for money received,56
my card has been lost stolen,41
i completed a payment with my card a while ago its still showing up as pending what time frame does this normally take it doesnt appear to have worked,45
i tried to buy something over the internet yesterday and got a declined error i tried again today and got the same message what is the issue,27
when will i be able to see the refund,51
i have moved to a new house and set up a rent payment to my landlord it was supposed to be in her account a few days ago but it hasnt arrived i definitely sent it to the right place can you confirm where the money is,66
is there a charge for exchanging foreign currency,31
i am trying to transfer money and something is going wrong,35
i couldnt pay with my card,25
can you tell me more info about virtual disposable cards,37
i got my american express in apple pay why is top up not working in my country,2
i didnt make these transactions is someone else using my card,22
where is the refund on my statement,51
when will my returned transaction show up on my account,51
what are the fees for top ups,57
i cant find the topup card verification code,71
what is the fee to receive money,56
how long does it take transfers from europe to complete,67
why did my payment not go through why did it cancel,53
why do i need to verify the top up,71
hello can you please inform me about international transfers i am expecting a transfer i made from france two days ago and would like to know when it will arrive,5
if i want to select a new pin what do i do,21
help me with my transfer,35
what cash stations take this card,3
i need a refund for something i bought,52
how to access my virtual card,40
how long does shipping take to get to a us destination,12
i didnt get as much cash as i asked for from the atm why,75
i think i was charged double for something i bought how long should i wait before reporting this,63
give me a refund now i am still waiting,51
is there a way to know when my card will arrive,11
i tried using a foreign currency at an atm but the atm provided me an incorrect rate why is that,76
how much for a physical card,43
is there anyway to use a cheque to top up,58
ive got a problem i bought something with my card one or two weeks ago but now exact same amount of the purchase is showing up in my account i like more money in my account but this is too good to be true can you tell me whats happening,53
hey i tried to withdraw some cash earlier and its saying its pending will i be charged for this,46
how do i change the details in my account,30
is the bank the only place i can change my pin,21
i withdrew cash from an atm earlier but it shows up as pending in the app how can this still be pending i received the cash already,46
i only got 20 of the 100 that i attempted to withdraw,75
my cash transaction isnt showing on my receipt,66
i made a cash deposit but it hasnt shown up in my balance yet,6
can i have multiple currencies in my account,36
for adding money which currencies do you accept,54
my top up was reverted can you help,61
which establishments will accept my card,10
i need to add express delivery if thats an option,12
why do you need to know so much about me,74
tell me why my topup wouldnt go through,59
how much for an actual card,43
my transfer went through but it seems to be caught up in a pending status this was very important that it got done quickly can you give me a status update on how long it will take,48
i am having trouble to verify my identity,68
i purchased something overseas and the incorrect exchange rate was applied,17
how long will a transfer take from europe,67
my account shows i have been charged twice for the same meal how do i get the second payment voided and returned to me i do not eat out much and my family is living paycheck to paycheck mostly i cannot afford to spend more money than necessary as is so i must see to it that the cost be promptly credited back onto my card,63
how often do your exchange rates change,32
can you check the exchange rate on a cash transaction i did overseas,76
the application reverted my topup,61
why is there a pending transaction on my card,45
my new card keeps getting declined i was very excited to use it for the first time today why is this doing this,25
can you tell me how i would go about learning where my funds came from,70
i would like to cancel my previous purchase,52
i have an incorrect charge and would like a refund,52
i withdraw cash from the atm and was charged a fee,19
i am missing a refund amount on my account,51
how can i look at where my available cash is coming from,70
what is the length of time for money to reach the account,67
